"Michael Rubbo",,"['SAD SONG OF YELLOW SKIN', 'PERSISTENT & FINAGLING', 'THE WALLS COME TUMBLING DOWN', 'WAITING FOR FIDEL', 'I AM AN OLD TREE', 'I HATE TO LOSE', 'LOG HOUSE', 'WET EARTH AND WARM PEOPLE', 'THE MAN WHO CAN’T STOP', 'ZOLZHENITSYN’S CHILDREN']","['analog partial permissions', 'unknown']","['00025', '00026', '00027', '00029', '00030', '00274']","['2/13/1979', '2/14/1979', '2/15/1979', '2/17/1979', '2/20/1979', '']"
"Michel Drach",,"[]","['no form given']","['03710', '03723']","['10/16/1980', '10/16/1980']"
"Michel LeGrand",,"[]","['no form given']","['03700', '03723']","['2/1/1974', '10/16/1980']"
"Micheline Lanctot",,"['The True Nature of Bernadette', 'Voyages en Grande Tartarie']","['no form given']","['03624']","['3/12/1977']"
"Mike Mideke",,"['Sincerity: Reel #2', 'Twig', ""Devil's Canyon"", 'Soldiers and Other Cosmic Objects', 'Flight of Shadows', 'Goats', 'The Veiled Forest', 'Shadowgame', 'Tragoedia', 'Phi Textures', 'Scratchdance', 'Paths of Fire', 'Impressions of my Right Hand']","['no form given']","['03471']","['5/16/1978']"
"Mike Nichols",,"['The Graduate']","['no form given']","['03707']","['10/31/1969']"
"Mike Snell",,"[]","['no form given']","['03698']","['10/25/1970']"
"Mikhail Suslov",,"['The Sixth of July', 'The Road to Life', 'The New Babylon']","['no form given']","['03538']","['11/7/1977']"
"Mildred Lewis",,"['MISSING']","['unknown']","['00245']","['2/3/1982']"
"Mimi Hazelton",,"['Way Down East']","['no form given', 'no form']","['01392']","['3/24/1985']"
"Mindy Affrime",,"['TELL ME A RIDDLE']","['unknown']","['00196']","['3/3/1981']"
"Mitchell Block",,"[""That's My Advice to You""]","['no form given']","['03510']","['2/9/1978']"
"Monique Mercure",,"['J.A. Martin, Photographer']","['no form given']","['03424']","['10/3/1978']"
"Msindo Mwinyipembe",,"['Blacks Britannica']","['no form given']","['03399']","['11/6/1978']"
"Nicholas Ray","y","['JOHNNY GUITAR', 'BIGGER THAN LIFE', 'Bitter Victory']","['no form given']","['03562', '03563']","['7/13/1977', '7/14/1977']"
"Nikos Panayotopolous",,"['THE IDLERS OF THE FERTILE VALLEY']","['no form given']","['00043']","['3/31/1979']"
"Olle Hellbom",,"['THE BROTHERS LIONHART']","['no form given']","['00038']","['3/20/1979']"
"Ondine",,"['The Chelsea Girls']","['no form given']","['03651']","['11/16/1977']"
"Ousmane Sembene",,"['Niaye', 'Emitai', 'Sambi Tali', 'Black Girl', 'The Black Princes of St-Germain', 'Mandabi', 'Tauw', 'Ceddo']","['no form given']","['03513', '03517', '03518', '03519']","['2/6/1978', '2/4/1978', '2/3/1978', '2/3/1978']"
"P. Adams Sitney","n","[""L'Age D'Or"", 'ENTHUSIASM', 'Schwechater', 'PASOLINI’S POETRY', 'ANEMIC CINEMA', 'FORWARD SOVIET', 'ETOILE DE MER', 'ZVENIGORA', 'LAND WITHOUT BREAD', 'LA REGION CENTRALE']","['analog partial permissions', 'unknown', 'no form given']","['00051', '00052', '00054', '00055', '00056', '00424', '00425', '00426']","['4/10/1979', '4/11/1979', '4/13/1979', '4/13/1979', '4/17/1979', '3/13/1984', '3/14/1984', '3/14/1984']"
"Pare Lorentz","y","['PLOW THAT BROKE THE PLAINS', 'NUREMBERG TRIALS', 'FIGHT FOR LIFE']","['unknown']","['00260', '00267', '00268']","['11/12/1976', '11/10/1976', '11/8/1976']"
"Pascal Aubier",,"['PASTORAL']","['unknown', 'no form given']","['00206']","['11/18/1980']"
"Pascal Bonitzer",,"['The Flat Jungle', 'La Cecilia', 'The Smugglers', 'The Hypothesis of the Stolen Painting', 'The Lion Hunters', 'Jeanne Dielman 23 Quai du Commerce 1080 Bruxelles', 'Le Camion', 'Margaret Mead', 'Son nom de Venise dans Calcutta désert', 'Anatomy of a Relationship', 'Torre Bela: The Birth of a Commune']","['no form given']","['03409', '03411', '03413', '03415', '03417', '03419', '03422']","['10/13/1978', '10/7/1978', '10/12/1978', '10/11/1978', '10/9/1978', '10/10/1978', '10/5/1978']"
"Pascal Kané",,"['The Flat Jungle', 'Liberty Belle', 'The Smugglers', 'La Cecilia', 'The Hypothesis of the Stolen Painting', 'The Lion Hunters', 'Jeanne Dielman 23 Quai du Commerce 1080 Bruxelles', 'Le Camion', 'Margaret Mead', 'Son nom de Venise dans Calcutta désert', 'Anatomy of a Relationship', 'Torre Bela: The Birth of a Commune']","['analog partial permissions', 'no form given']","['00463', '03409', '03411', '03413', '03415', '03417', '03419', '03422']","['7/20/1985', '10/13/1978', '10/7/1978', '10/12/1978', '10/11/1978', '10/9/1978', '10/10/1978', '10/5/1978']"
"Pat O’Neill",,"['Saugus Series', ""Sidewinder's Delta"", 'Downwind']","['no form given']","['03441']","['3/8/1977']"
"Paul Bartel",,"['Eating Raoul', 'The Secret Cinema', 'Deathrace']","['analog partial permissions', 'no form given']","['03373', '03586']","['10/16/1981', '5/7/1977']"
"Paul Newman","y","[]","['no form given']","['03698']","['10/25/1970']"
"Paul Robeson, Jr.",,"['PAUL ROBESON: TRIBUTE TO AN ARTIST', 'BODY & SOUL']","['unknown', 'no form given']","['00213']","['4/28/1981']"
"Paul Sharits","y","['Ensemble at Tirgo Jiu', 'EARTH/WATER/SKY/FIRE', '3rd Degree', 'FILP STRIP', 'SYNCHRONOUSOUND-TRACKS', 'Shutter Interface', 'Brancusi’s Sculpture', 'Tails', 'SOUND STRIP', 'TAILS', 'Inferential Current', 'ELEMENT STUDIES', 'Declarative Mode']","['analog partial permissions', 'no form given']","['00401', '00509', '03539', '03540']","['12/16/1980', '4/8/1986', '11/1/1977', '11/1/1977']"
"Paula Delsol",,"['Ben and Benedict']","['no form given']","['03522']","['1/15/1978']"
"Paulin Soumanou Vieyra",,"['Sambi Tali', 'It Was Four Years Ago', 'The Black Princes of St-Germain', 'A Nation is Born', 'Ceddo', 'Mol', 'Afrique-Sur-Seine']","['no form given']","['03518', '03519', '03520']","['2/3/1978', '2/3/1978', '2/2/1978']"
"Pauline Kael","y","[]","['analog partial permissions', 'no form given']","['00153', '03681']","['5/1/1980', '5/1/1980']"
"Pavel Jurácek",,"['And Give My Love to the Swallows', 'Case for a Rookie Hangman']","['no form given']","['03428']","['9/9/1978']"
"Peter Cowie",,"['The pistol', 'The White Wall']","['no form given']","['03535']","['11/14/1977']"
"Peter Greenaway","n","['The Rules of the Game', 'Two or Three Things I Know About Her']","['no form given']","['03714']","['4/16/2000']"
"Peter Handke",,"['The Left Handed Woman']","['no form given']","['03423']","['10/4/1978']"
"Peter Kubelka","n","['Arnulf Rainer', ""Pause! '76"", 'Schwechater', 'Mosaik Im Vertrauen', 'Adebar', 'Unsere Afrikareise']","['no form given']","['03625']","['3/15/1977']"
"Peter Van Bagh","y","['Juha', 'Johan']","['no form given']","['03629']","['3/2/1977']"
"Peter Williamson",,"['Way Down East']","['no form given', 'no form']","['01392']","['3/24/1985']"
"Phil Niblock","n","['Thir, Film and Music One', 'Trabajando & Sur']","['no form given']","['03492']","['3/16/1978']"
"Phillip Lopate",,"['P.S. 75']","['no form given']","['03692']","['3/29/1977']"
"Rachel Lyon",,"['TELL ME A RIDDLE']","['unknown']","['00196']","['3/3/1981']"
"Raymond Durgnat",,"['How I Won the War', 'The Time is Now', 'The Koumiko Mystery', 'Blackmail', 'SONG OF CEYLON', 'Wail', 'Frank Film', 'The Murder of Dmitri Karamazov', 'Toccata for Toy Trains', 'Man With A Movie Camera', 'Foreign Correspondent', 'Ten Days That Shook the World']","['no form given']","['03574', '03583', '03593', '03595', '03662']","['5/16/1977', '5/17/1977', '4/26/1977', '4/21/1977', '4/28/1977']"
"Regina Cornwell",,"['Morning', 'The Flicker', 'How I Won the War', 't,o,u,c,h,i,n,g', 'Nostalgia', 'Wavelength', 'Frame', '...a Continuous...', 'Wait', 'Breakfast', 'Line Describing a Cone', 'A Current...', 'Institutional Quality']","['no form given']","['03569', '03570', '03571', '03573']","['6/2/2019', '6/1/1977', '5/31/1977', '5/24/1977']"
"Reinhard Hauff",,"['Mathias Kneissl', 'Paule Paulaender', 'Fuses', 'KNIFE IN THE HEAD', 'The Brutalization of Franz Blum']","['no form given']","['00039', '03542', '03544']","['3/21/1979', '10/17/1977', '10/14/1977']"
"Rene Allio",,"['Rough Day for the Queen', 'I, Pierre', 'Les Camisards', 'The Shameless Old Lady']","['no form given']","['03659', '03690', '03691', '03693']","['4/2/1977', '3/29/1977', '3/29/1977', '3/31/1977']"
"Rezo Chkheidze",,"['Eliso', ""Magdana's Donkey"", ""A Soldier's Father""]","['no form given']","['03615', '03618', '03619']","['3/18/1977', '3/20/1977', '3/21/1977']"
"Richard Heuss",,"['FEELING GOOD, FEELING PROUD']","['unknown']","['00236']","['1/14/1982']"
"Richard Myers",,"['FLOORSHOW', 'Jungle Girl']","['analog partial permissions', 'unknown']","['00118', '00478']","['1/22/1980', '11/5/1985']"
"Rob Epstein",,"['LIFE AND TIMES OF ROSIE THE RIVETER']","['no form given', 'no form given']","['00174']","['10/22/1980']"
"Rob Nilsson",,"['Prairie Fire', 'NORTHERN LIGHTS', 'The Nightcleaners']","['no form', 'no form given']","['00077', '03646']","['9/26/1979', '2/1/1977']"
"Robert Bolt",,"[]","['no form given']","['03706']","['10/27/1970']"
"Robert Gardner",,"['Forest of Bliss']","['unknown', 'no form given']","['00502']","['3/19/1986']"
"Robert Hillman",,"['FIRE ON THE WATER']","['unknown', 'analog partial permissions']","['00420']","['2/27/1984']"
"Robert Kaylor",,"[]","['no form given']","['03698', '03706']","['10/25/1970', '10/27/1970']"
"Robert Nelson","y","['Suite California: Stops and Passes Pt. II', 'Deep Western', 'Suite California: Stops and Passes Pt. I']","['no form given']","['03434', '03688']","['7/13/1978', '3/29/1977']"
"Robert Pansard-Besson",,"['LE ROSE ET LE BLANC']","['unknown']","['00201']","['3/18/1981']"
"Roberto Rossellini",,"[]","['no form given']","['03435']","['10/27/1973']"
"Roman Polanski","n","[]","['no form given']","['03704']","['10/26/1966']"
"Rosa Von Praunheim","y","['It Is Not the Homosexual Who is Perverse', 'Monolog of a Star', 'MACBETH', 'Pink Workers in Golden Street', 'I Am An Anti Star: The Scandalous Life Story of Evelyn Kunneke', 'Rosa Von Praunheim Zeigt', 'Berliner Bettwurst', 'Underground and Emigrants', 'Axel Von Auersberg', 'Von Rosa von Praunheim', 'Sisters of the Revolution', 'Passions']","['no form given']","['03438', '03628', '03630', '03631', '03807', '03809']","['3/2/1977', '3/1/1977', '3/3/1977', '3/3/1977', '6/8/1977', '3/4/1977']"
"Rudi Fehr",,"['I CONFESS', 'POSSESSED']","['no form given']","['00058']","['4/26/1979']"
"Rui Simões",,"['Antes do Adeus', 'Nós por cá Todos Bem', 'God, Country, Authority', 'Arms and the People']","['no form given']","['03461', '03467']","['5/24/1978', '5/22/1978']"
"Sami Frey",,"['MURIEL', 'RAK']","['no form given']","['00065']","['7/25/1979']"
"Santiago Álvarez","y","['The Spear of the Nation', 'Angola: Victory of Hope']","['no form given']","['03478']","['4/30/1978']"
"Sasumu Hani",,"['She and He']","['no form given']","['03701']","['10/28/1966']"
"Scott Anderson",,"[]","['no form given']","['03705']","['10/25/1966']"
"Sheldon Renan",,"['Night and Fog', 'Valley Town', 'The City', 'Roots', 'The River', 'Seconds to Play', 'Allegro Non Troppo']","['unknown', 'no form given']","['00269', '00270', '03433', '03622', '03678', '03684']","['?', '?', '7/18/1978', '3/10/1977', '', '']"
"Shelley Duvall","n","['THE FRONTIER EXPERIENCE', 'THIEVES LIKE US']","['unknown']","['00271']","['2/4/1976']"
"Shirley Clarke","y","[]","['no form given']","['03699']","['10/25/1970']"
"Shuji Terayama",,"['PASTORAL', 'HIDE AND SEEK']","['no form given']","['00071']","['9/7/1979']"
"Sofiko Chiaureli",,"['Molba']","['no form given']","['03395']","['11/16/1978']"
"Sohrab Shahid Saless",,"['A SIMPLE EVENT', 'FAR FROM HOME', 'DIARY OF A LOVER', 'FIFTY-FIFTY']","['unknown']","['00095', '00096', '00102']","['10/27/1979', '10/27/1979', '10/25/1979']"
"Sonia Braga",,"['THE LADY IN THE BUS', 'DONA FLOR AND HER TWO HUSBANDS']","['no form given']","['00048']","['4/5/1979']"
"St. Claire Bourne",,"['The Long Night']","['no form given']","['03621']","['3/10/1977']"
"Stan Brakhage","y","[]","['analog partial permissions', 'no form given']","['00514', '03676', '03677']","['4/22/1986', '6/17/1966', '6/17/1966']"
"Stan VanDerBeek",,"[]","['no form given']","['03684']","['']"
"Stanley Kramer",,"['Guess Who’s Coming to Dinner']","['unknown']","['00501']","['3/12/1986']"
"Stephen Dwoskin",,"['THE SILENT CRY', 'Behindert']","['analog partial permissions', 'no form given']","['00100', '03459']","['11/8/1979', '5/30/1978']"
"Steve Seid","n","['Wavelength', 'Breakfast']","['no form given']","['03571']","['5/31/1977']"
"Stig Björkman",,"['Ingmar Bergman', 'The White Wall']","['no form given']","['03509']","['2/10/1978']"
"Sue Yung Li",,"['A TASTE OF CHINA']","['unknown']","['00446']","['9/5/1984']"
"Susan O’Connell",,"['TELL ME A RIDDLE']","['unknown']","['00196']","['3/3/1981']"
"Susan Sontag","y","['Brother Carl', 'Promised Lands']","['unknown', 'no form given']","['00256', '03565', '03703']","['10/16/1976', '6/25/1977', '10/25/1969']"
"Susan Wengraf",,"['Love it Like a Fool']","['no form given']","['03489']","['4/6/1978']"
"Susana Muñoz",,"['Las Madres de Plaza de Mayo']","['unknown', 'analog partial permissions']","['00498']","['3/5/1986']"
"Taieb Louhichi",,"['Shadow of the earth']","['no form given', 'no form']","['01404']","['4/18/1984']"
"Tambitza",,"['The Spear of the Nation', 'Angola: Victory of Hope']","['no form given']","['03478']","['4/30/1978']"
"Teiji Ito",,"['Divine Horsemen']","['no form given']","['03543', '03545']","['10/15/1977', '10/13/1977']"
"Tengiz Abuladze",,"['Molba']","['no form given']","['03395']","['11/16/1978']"
"Terrel Seltzer",,"['STORY OF ANNA O']","['unknown', 'no form given']","['00125']","['2/5/1980']"
"The Nicholas Brothers",,"[]","['no form given']","['03721']","['6/3/1990']"
"Thomas Harlan",,"['Antes do Adeus', 'SCENES FROM THE CLASS STRUGGLE IN PORTUGAL', 'Nós por cá Todos Bem', 'Arms and the People', 'God, Country, Authority', 'Torre Bela: The Birth of a Commune', 'TRAS-OS-MONTES']","['analog partial permissions', 'no form given']","['03383', '03384', '03460', '03461', '03467']","['11/30/1978', '11/29/1978', '5/26/1978', '5/24/1978', '5/22/1978']"
"Thomas Scribner",,"['THE WOBBLIES']","['unknown']","['00115']","['12/5/1979']"
"Tom Brandon",,"['Daydreams', 'Millions of Us', 'Workers Newsreel - Unemployment Special', 'Deadline for Action', 'Workers Topical News: 1 & 2', 'China Strikes Back', 'The Ford Massacre', 'Pie in the Sky', 'The World Today', 'Hunger 1932', 'Hell Unlimited', 'Kensington Calling', 'Men and Dust', 'America Today', 'Free Thaelmann']","['no form given']","['03468', '03470']","['5/20/1978', '5/17/1978']"
"Tom Hazelton",,"['Way Down East']","['no form given', 'no form']","['01392']","['3/24/1985']"
"Tony Conrad","y","[]","['no form given']","['03496', '03680']","['3/2/1978', '11/19/1966']"
"Tony Richardson",,"['The Loneliness of the Long Distance Runner']","['unknown', 'no form given']","['00493']","['2/12/1986']"
"Toshio Matsumato SPELLING","y","[]","['unknown']","['00269', '00270']","['?', '?']"
"UNKNOWN",,"[]","['no form given']","['03685', '03686']","['', '']"
"Uwe Brandner",,"['FIFTY-FIFTY']","['unknown']","['00096']","['10/27/1979']"
"Vassilis Vassilikos",,"['Z']","['unknown']","['00117']","['12/7/1979']"
"Vera Chytilova","y","['Game of the Apple']","['no form given']","['03536']","['11/11/1977']"
"Victor Desberg",,"['Sambi Tali', 'The Black Princes of St-Germain', 'Ceddo']","['no form given']","['03519']","['2/3/1978']"
"Viola Dana","y","['Blue Jeans', 'The Cossack Whip']","['no form given']","['03626']","['2/27/1977']"
"Violet Miller",,"['THE WOBBLIES']","['unknown']","['00115']","['12/5/1979']"
"Walter Gutman",,"['The March On Paris 1914', 'CIRCUS GIRLS']","['no form given']","['03664']","['4/12/1977']"
"Walter Reisch",,"['MASQUERADE', 'NINOTCHKA']","['no form given']","['00057', '00059']","['4/25/1979', '4/25/1979']"
"Warrington Hudlin",,"['Street Corner Stories', 'Invisible Adversary']","['no form given']","['03473']","['5/9/1978']"
"Wayne Wang","n","['CHAN IS MISSING', 'Dim Sum']","['analog partial permissions', 'no form given']","['00233', '00518']","['12/10/1981', '5/5/1986']"
"Werner Schroeter",,"[""Flacons D'Or (Gold Dust)"", 'MARIA MALIBRAN', 'KINGDOM OF NAPLES', 'DER BOMBERPILOT']","['unknown', 'no form given']","['00112', '00131', '03561']","['11/26/1979', '11/16/1979', '7/20/1977']"
"Willard Van Dyke",,"['Valley Town', 'The City', 'The River']","['no form given']","['03433']","['7/18/1978']"
"William K. Everson","y","['The Sorrows of Satan', 'Wild Horse Mesa', 'Convoy', 'Three Faces West', 'SPY SMASHER', 'IT STARTED WITH EVE', 'The Raven', 'MERRY-GO-ROUND', 'Turn Back the Clock', 'Flight from Glory', 'HELLZAPOPPIN’', 'Blanche Fury', 'Oh! Rosalinda', 'THE GOOD COMPANIONS', 'BEHIND THE HEADLINES', 'Fanny by Gaslight', 'THE CANARY MURDER CASE', 'The Exploits of Elaine', 'WE DIVE AT DAWN', 'OWD BOB', 'STATE’S ATTORNEY', 'THE ROAD TO GLORY', 'The Delta Factor', 'Mad About Music', 'WOMAN OF THE WORLD', 'LADY OF SECRETS', 'SAN DEMETRIO LONDON', '90 Degrees South', 'Dark Waters', 'HOOPLA', 'Tell No Tales', 'THE UNDYING MONSTER', 'The White Gorilla', 'NON-STOP NEW YORK', 'King of the Champs-Élysées', 'SECRETS OF THE FRENCH POLICE', 'City Girl', 'The Mormon Maid', 'The Fall Guy', 'Lancashire Luck', 'The Greatest Question', 'THE MILKY WAY', 'PAINTED BOATS', 'LA P’TITE LILI', 'HOLLYWOOD BOULEVARD', 'Off Beat', 'Rough Romance', 'WE’RE ONLY HUMAN', 'The Guinea Pig', 'THE BATTLE', 'Sleeping Car to Trieste', 'NICHOLAS NICKLEBY', '40,000 Horsemen', 'The Doomed Battalion', 'The House Master', 'The Challenge', 'Dangerous Hours', 'My Sister and I', 'Thru Different Eyes', 'First Love', 'The White Hell of Pitz Palu', 'PALM SPRINGS', 'HEARTS IN DIXIE', 'Chandu the Magician', 'QUIET WEDDING', 'MAD WHIRL', 'Lorna Doone', 'SYNCOPATION', 'SHOOTING STARS', 'Hungarian Rhapsody', 'Daughter', 'Jenny Lamour', 'SONS OF THE DESERT', 'REGENERATION', 'TROUBLE BREWING', 'ALL QUIET ON THE WESTERN FRONT', ""The Devil's Assistant"", 'BELOVED ROGUE', 'SON OF DRACULA', 'MAN OF CONQUEST', 'The White Tiger', 'Second Fiddle', 'Flash Gordon', 'Show Them No Mercy', 'HANGMAN’S HOUSE', 'IT PAYS TO ADVERTISE', 'Champagne Charlie', 'A Nation Aflame', 'LUCRETIA LOMBARD', 'Poor Little Rich Girl', 'Irene', 'A KISS FOR CINDERELLA', 'The Golden Salamander', 'WENT THE DAY WELL?', ""KING OF THE Z's"", 'Daybreak', 'Chance of a Lifetime', 'Homecoming', 'MOVIES OUT OF THIN AIR', 'Cottage to Let', 'VANITY', 'Les Esoioms', 'IMPATIENT MAIDENS', 'Somewhere in the Night', 'Murder My Sweet', 'THE ROAD BACK', 'Something in Her Eye', 'FOUR SONS', 'CHEER BOYS CHEER', 'THE HOLE IN THE WALL', 'PLOUGH AND STARS', 'THE LITTLE AMERICAN', 'FRIDAY THE 13TH', 'HOLIDAY FOR HENRIETTE', 'THE GREAT PROFILE', 'HAPPIEST DAYS OF YOUR LIFE', 'HIS WOMAN', 'THE GROWLER STORY', 'The Galloping Ghost', 'LUCKY DEVILS', 'Hunted Men', 'Black Narcissus', ""I know Where I'm Going"", 'A DANGEROUS WOMAN', 'MASSACRE', 'CARAVAN', 'JUST PALS', 'The Dancers', 'The Age of Consent', 'The Woman Who Came Back', 'BRIEF ECSTASY', 'THE DEVIL IS DRIVING', 'They Made Me a Fugitive', 'MR. DYNAMITE', 'TURNED OUT NICE AGAIN', 'DAUGHTER OF SHANGHAI', 'Pushover', 'TIGER ROSE', 'PASSIONATE FRIENDS', 'The Love Flower', 'Strangler of the Swamp', 'UNDERGROUND', 'COLLEGE SCANDAL', 'Scotland Yard', 'Stella Maris', 'THUNDER TRAIL', 'THE DEVIL HORSE', 'Summer Storm', 'SAFE IN HELL', 'A Lucky Strike', 'Down These Mean Streets', 'STRANGERS IN THE NIGHT', 'SEVEN SINNERS', 'GOLDEN DAWN', 'The Cradle of Courage', 'THIRTEEN WOMEN', 'Speedy', 'SPRING IN PARK LANE', 'WILD GIRL', 'BE MINE TONIGHT', 'YOUNG GIRLS IN DISTRESS', 'White Corridors', 'The Perils of Pauline', 'Circle of Danger', 'BOTTOMS UP', 'AMATEUR DADDY', ""Dante's Inferno (Italy)"", 'MOULIN ROUGE', 'THE STORY OF TEMPLE DRAKE', 'Wagon Tracks', 'Devil Bat’s', 'Red Salute', 'Jassy', 'BORN TO BE BAD', ""Dante's Inferno (USA)"", 'Tall Timbers', 'SUCH WOMEN ARE DANGEROUS', 'The Rebel', 'Double Indemnity', 'DEVIL’S LOTTERY', 'Raskolnikow', 'The Crooked Way', 'Thirteen Hours by Air', 'Pitfall', 'The Wooden Horse', 'THE RAGE OF PARIS', 'This Man is News', 'The Mask of Fu Manchu', 'YOU AND ME', 'Paddy the Next Best Thing', 'THREE ON A MATCH', 'THE GHOUL', 'Tundra', 'ARE PARENTS PEOPLE?', 'Dogs, Do You Want to Live forever', 'INSPECTOR CALLS', 'Sunset Pass', 'SHIP OF LOST MEN', 'The Kentucky Derby', 'Mine Own Executioner', 'SECRET LIVES', 'WILD AND WOOLEY', 'OH! Mr. PORTER', 'CISCO KID', 'THE CANADIAN', 'DANSE DU MORTE', 'The Last Mile', 'For Them That Trespass', 'OLD SAN FRANCISCO', 'MILLIONS IN THE AIR', 'ORCHIDS AND ERMINE', 'PICK UP', 'The Coming of Amos', 'An Interview with John Ford', 'The Entertainer', 'CHRISTMAS HOLIDAY', 'Mountain Justice', 'NELL GWYN', 'No Orchids for Miss Blandish', 'Dick Turpin', 'The Great K and A Train Robbery', 'GUN SMOKE', 'Strange Illusion', 'Robinson Crusoe', 'Green For Danger', 'CATHERINE', 'CAPTAIN CELLULOID VS THE FILM PIRATES', 'THE PHANTOM OF CRESTWOOD', 'HOLIDAY CAMP', ""There Ain't No Justice"", 'The Woman Men Long For', 'THIS WAY PLEASE', 'I Loved You Yesterday', 'Chandu on the Magic Isle', 'IT’S A GIFT', 'A VILLAGE TALE', 'Sleep My Love', 'KING OF THE JUNGLE', 'THE BAT WHISPERS', 'NUMBER PLEASE!', 'THE HALF-NAKED TRUTH', 'My Learned Friend', 'Supernatural', 'Western Approaches', 'MR. COHEN TAKES A WALK', 'SONG OF THE STREET', 'Thundering Hoofs', 'WHILE PARIS SLEEPS', 'La Ferme du Pendu', 'The House of the Arrow', 'BULLDOG JACK', 'It Always Rains on Sunday', 'The Kennel Murder Case', 'THE DARE DEVIL REPORTER', 'MAN OF MANY SKINS', 'THE LOST SON', 'ONE MORE SPRING', 'Without Honor', 'Chandra Lekha', 'The Love Nest', 'THE FRANCHISE AFFAIR', ""Young Man's Fancy"", 'MADEMOISELLE DOCTEUR', 'THE FOREMAN WENT TO FRANCE', 'THE YELLOW TICKET', 'THURSDAY’S CHILD', 'WRONG WAY OUT', 'Dr. Broadway']","['analog partial permissions', 'no form given', 'unknown', 'analog partial permissions\x0b']","['00007', '00008', '00009', '00010', '00011', '00119', '00120', '00121', '00123', '00124', '00165', '00166', '00167', '00180', '00181', '00182', '00183', '00185', '00187', '00189', '00227', '00228', '00229', '00238', '00239', '00258', '00259', '00292', '00298', '00299', '00301', '00302', '00303', '00340', '00341', '00342', '00343', '00344', '00354', '00376', '00377', '00378', '00379', '00403', '00405', '00407', '00409', '00412', '00452', '00453', '00454', '00455', '00456', '00457', '00458', '00459', '00460', '00461', '00462', '00483', '00485', '00486', '00487', '00496', '00522', '00523', '00524', '00525', '00526', '03337', '03341', '03342', '03343', '03345', '03348', '03349', '03350', '03351', '03355', '03357', '03363', '03364', '03366', '03367', '03380', '03444', '03445', '03446', '03447', '03448', '03449', '03450', '03451', '03452', '03453', '03728', '03729', '03779']","['1/15/1979', '1/16/1979', '1/17/1979', '1/18/1979', '1/20/1979', '1/26/1980', '1/27/1980', '1/29/1980', '1/31/1980', '2/1/1980', '7/21/1980', '7/28/1980', '7/31/1980', '7/6/1980', '7/7/1980', '7/14/1980', '7/4/1980', '1/13/1981', '1/15/1981', '1/14/1981', '7/14/1981', '7/16/1981', '7/20/1981', '1/26/1982', '1/28/1982', '11/30/1979', '11/30/1980', '1/23/1982', '8/5/1982', '8/6/1982', '8/9/1982', '8/10/1982', '8/13/1982', '1/15/1983', '1/19/1983', '1/17/1983', '1/23/1983', '1/24/1983', '1/22/1983', '8/1/1983', '8/3/1983', '8/6/1983', '8/7/1983', '1/11/1984', '1/13/1984', '1/15/1984', '1/17/1984', '1/20/1984', '6/22/1985', '6/23/1985', '6/26/1985', '6/25/1985', '6/27/1985', '6/28/1985', '6/29/1985', '7/1/1985', '7/4/1985', '7/4/1985', '7/2/1985', '1/19/1986', '1/22/1986', '1/23/1986', '1/26/1986', '1/17/1986', '5/27/1986', '5/29/1986', '6/1/1986', '6/5/1986', '6/7/1986', '6/24/1985', '8/29/1984', '8/25/1984', '8/22/1984', '8/19/1984', '1/16/1984', '1/14/1984', '1/12/1984', '1/19/1984', '1/19/1983', '1/16/1983', '7/23/1981', '7/22/1981', '1/17/1981', '1/18/1981', '1/28/1980', '6/27/1978', '6/26/1978', '6/24/1978', '6/23/1978', '6/22/1978', '6/21/1978', '6/19/1978', '6/18/1978', '6/17/1978', '6/17/1978', '7/16/1981', '7/14/1981', '1/27/1980']"
"William Richert",,"[]","['no form given']","['03698']","['10/25/1970']"
"William Wellman",,"[]","['no form given']","['03708']","['11/1/1969']"
"Wim Wenders","n","['The Left Handed Woman', 'The American Friend', 'LIGHTNING OVER WATER', 'The Consequence', 'Alice in the Cities', ""The Goalkeeper's Anxiety at the Penalty Kick"", 'The Angel', 'THE STATE OF THINGS', 'The Citizen', 'The Wrong Move']","['analog partial permissions', 'no form given']","['00190', '00358', '03414', '03423', '03442', '03443', '03458', '03547']","['12/16/1980', '3/5/1983', '10/11/1978', '10/4/1978', '6/30/1978', '6/29/1978', '6/9/1978', '10/5/1977']"
"Wolfgang Petersen",,"['What Do You Think of the Death of Wilma Montesi?', 'Black and White Like Days and Nights', 'One of Us Both', 'The Consequence', 'The Wrong Move']","['no form', 'no form given']","['03414', '03418']","['10/11/1978', '10/10/1978']"
"Xiao Ran Bao",,"['SACRIFICED YOUTH', 'Marriage', 'Neighbors', 'he Road', 'Our Farmiand']","['no form given']","['00521']","['5/15/1986']"
"Youssef Chahine",,"['The Land', 'ALEXANDRIA WHY?', 'The Sparrow', 'Cairo Station']","['no form given']","['00041', '03430', '03431']","['3/23/1979', '8/25/1978', '8/23/1978']"
